pedido|area_operativa|subz|ruta|municipio|contrato|acta|actividad|fecha_estado|pagina|urbrur|tipre|red_interna|tipo_operacion|descent|tipo|cobro|suminis|item_cont|item_res|cantidad|vlr_cliente|valor_costo|tipo_item
23116348|SUR-ENE|MET|05|Medellín|CW352017|1|DSPRE|2025/09/26 08:45:08|055918127110190351|U|ENEPRE||MET||CON|NO||A13U||1|0|150694.38|
23255460|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/27 15:03:46|056417007000410107|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23255460|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/27 15:03:46|056417007000410107|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23255460|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/27 15:03:46|056417007000410107|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23260219|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 14:31:53|054926003000539901|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23260219|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 14:31:53|054926003000539901|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23260219|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 14:31:53|054926003000539901|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23245365|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/23 15:06:28|054921004000200301|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23245365|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/23 15:06:28|054921004000200301|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23245384|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/23 15:09:34|054921004000200401|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23245384|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/23 15:09:34|054921004000200401|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23228850|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:07:54|055216304000160201|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23228850|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:07:54|055216304000160201|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23228850|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:07:54|055216304000160201|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23306810|SUR-ENE|MET|266|Envigado|CW352017||ALEGN|2025/10/03 11:56:39|023219204551280108|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23306810|SUR-ENE|MET|266|Envigado|CW352017||ALEGN|2025/10/03 11:56:39|023219204551280108|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23306810|SUR-ENE|MET|266|Envigado|CW352017||ALEGN|2025/10/03 11:56:39|023219204551280108|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23322033|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 09:04:41|056115006440192452|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23322033|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 09:04:41|056115006440192452|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23300343|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/11/07 07:43:22|074425005000380301|U|||MET||SUM|NO|219404A||219404A|3|0|1200|
23300343|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/11/07 07:43:22|074425005000380301|U|||MET||SUM|NO|215887A||215887A|2|0|2068|
23300343|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/11/07 07:43:22|074425005000380301|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23309671|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/25 11:33:24|054629004200570000|U|||MET||SUM|SI|REVMD||REVMD|1|141043|0|
23309671|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/25 11:33:24|054629004200570000|U|||MET||SUM|SI|CALPRO01||CALPRO01|1|81688|119300|
23309671|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/25 11:33:24|054629004200570000|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23309671|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/25 11:33:24|054629004200570000|U|||MET||SUM|NO|219404A||219404A|4|0|1600|
23309671|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/25 11:33:24|054629004200570000|U|||MET||SUM|NO|229551A||229551A|1|0|867749|
23309671|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/25 11:33:24|054629004200570000|U|||MET||SUM|NO|SIMCARD||SIMCARD|1|0|0|
23309671|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/25 11:33:24|054629004200570000|U|||MET||CON|NO||C09U||1|0|92857.96|
23322948|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/15 11:33:25|051828009101030215|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23322948|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/15 11:33:25|051828009101030215|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23322948|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/15 11:33:25|051828009101030215|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23338940|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:40:06|050519104000500000|U|||MET||SUM|SI|REVMIA||REVMIA|1|342867|0|
23338940|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:40:06|050519104000500000|U|||MET||SUM|SI|CALPRO01||CALPRO01|1|81688|119300|
23338940|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:40:06|050519104000500000|U|||MET||SUM|NO|219404A||219404A|8|0|3200|
23338940|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:40:06|050519104000500000|U|||MET||SUM|NO|244201A||244201A|1|0|790813|
23338940|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:40:06|050519104000500000|U|||MET||SUM|NO|SIMCARD||SIMCARD|1|0|0|
23338940|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:40:06|050519104000500000|U|||MET||CON|NO||C09U||1|0|92857.96|
23322012|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 08:56:08|056115006440191452|U|||MET||SUM|NO|219404A||219404A|3|0|1200|
23322012|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 08:56:08|056115006440191452|U|||MET||SUM|NO|215887A||215887A|3|0|3102|
23322012|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 08:56:08|056115006440191452|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23337724|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:04:23|055216304000200000|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23337724|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:04:23|055216304000200000|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23337724|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:04:23|055216304000200000|U|||MET||SUM|NO|211438||211438|1|0|1929.07|
23337724|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:04:23|055216304000200000|U|||MET||SUM|NO|211618A||211618A|1|0|138629|
23337724|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:04:23|055216304000200000|U|||MET||SUM|NO|200384A||200384A|5|0|117000|
23337724|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:04:23|055216304000200000|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23337724|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/17 15:04:23|055216304000200000|U|||MET||CON|NO||A31U||1|0|82682.27|
23340595|SUR-ENE|MET|380|La Estrella|CW352017||ALEGA|2025/11/04 11:59:02|038511008000110401|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23340595|SUR-ENE|MET|380|La Estrella|CW352017||ALEGA|2025/11/04 11:59:02|038511008000110401|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23301809|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 07:54:08|055129007000500303|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23301809|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 07:54:08|055129007000500303|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23301809|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 07:54:08|055129007000500303|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23340575|SUR-ENE|MET|380|La Estrella|CW352017||ALEGA|2025/11/04 11:55:45|038511008000110301|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23340575|SUR-ENE|MET|380|La Estrella|CW352017||ALEGA|2025/11/04 11:55:45|038511008000110301|U|||MET||SUM|NO|215887A||215887A|2|0|2068|
23340575|SUR-ENE|MET|380|La Estrella|CW352017||ALEGA|2025/11/04 11:55:45|038511008000110301|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23344869|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:53:12|050519104000180301|U|||MET||SUM|SI|REVMIB||REVMIB|1|233405|0|
23344869|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:53:12|050519104000180301|U|||MET||SUM|SI|CALPRO01||CALPRO01|1|81688|119300|
23344869|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:53:12|050519104000180301|U|||MET||SUM|NO|219404A||219404A|8|0|3200|
23344869|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:53:12|050519104000180301|U|||MET||SUM|NO|244201A||244201A|1|0|790813|
23344869|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:53:12|050519104000180301|U|||MET||SUM|NO|SIMCARD||SIMCARD|1|0|0|
23344869|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/16 07:53:12|050519104000180301|U|||MET||CON|NO||C09U||1|0|92857.96|
23322047|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 09:00:05|056115006440191453|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23322047|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 09:00:05|056115006440191453|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23351335|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/23 15:26:23|055319000000380203|U|||MET||SUM|NO|219404A||219404A|2|0|800|
23351335|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/23 15:26:23|055319000000380203|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23334094|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/07 13:34:40|122004494030000000|R|||MET||SUM|NO|219404A||219404A|1|0|400|
23334094|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/07 13:34:40|122004494030000000|R|||MET||SUM|NO|215887A||215887A|1|0|1034|
23334094|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/07 13:34:40|122004494030000000|R|||MET||CON|SI||C01R|C01R|1|141043|87682.12|
23350340|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/13 10:02:55|053218508001080201|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23350340|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/13 10:02:55|053218508001080201|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23350340|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/13 10:02:55|053218508001080201|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23322053|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 09:07:50|056115006440192453|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23322053|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/15 09:07:50|056115006440192453|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23369024|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:15:54|056422003000410204|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23369024|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:15:54|056422003000410204|U|||MET||CON|SI||C03U|C03U|1|141043|32429.8|
23366800|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:44:08|056422003000410501|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23366800|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:44:08|056422003000410501|U|||MET||CON|SI||C03U|C03U|1|141043|32429.8|
23370575|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:12:58|056422003000410202|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23370575|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:12:58|056422003000410202|U|||MET||CON|SI||C03U|C03U|1|141043|32429.8|
23379395|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/10/21 07:47:10|073414107000540201|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23379395|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/10/21 07:47:10|073414107000540201|U|||MET||SUM|NO|215887A||215887A|2|0|2068|
23379395|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/10/21 07:47:10|073414107000540201|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23377855|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/10/24 11:35:30|072627009200090201|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23377855|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/10/24 11:35:30|072627009200090201|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23377855|SUR-ENE|MET|360|Itaguí|CW352017||ALEGA|2025/10/24 11:35:30|072627009200090201|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23362315|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/24 11:51:08|085016003410710128|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23362315|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/24 11:51:08|085016003410710128|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23362315|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/24 11:51:08|085016003410710128|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|DIPRE|2025/09/22 06:32:50|050713006000090301|U|||MET||CON|SI||A28U|A28U|1|51959|38336.8|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||SUM|SI|CALE1F||CALE1F|1|10520|9600|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||SUM|SI|200092||200092|1|53658|41844.12|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||SUM|SI|200316||200316|1|9869|2196.32|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||SUM|SI|210949||210949|1|12172|5941.52|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||SUM|SI|215887||215887|1|1204|1134.85|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||SUM|SI|219404||219404|1|414|400|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||CON|SI||A02U|A02U|1|108551|63259.22|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||CON|SI||A12U|A12U|1|101129|49147.78|
23428454|SUR-ENE|MET|05|Medellín|CW352017|1|AEJDO|2025/09/23 08:42:25|050713006000090301|U||N|MET||CON|SI||A17U|A17U|1|15116|6739.77|
23429163|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/23 10:52:59|040520602000550000|U|||MET||SUM|NO|219404A||219404A|2|0|800|
23429163|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/23 10:52:59|040520602000550000|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23429163|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/23 10:52:59|040520602000550000|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23405543|SUR-ENE|MET|05|Medellín|CW352017||ALEGN|2025/10/20 08:31:19|053510004000290000|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23405543|SUR-ENE|MET|05|Medellín|CW352017||ALEGN|2025/10/20 08:31:19|053510004000290000|U|||MET||SUM|NO|215887A||215887A|2|0|2068|
23405543|SUR-ENE|MET|05|Medellín|CW352017||ALEGN|2025/10/20 08:31:19|053510004000290000|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23385904|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/18 09:56:19|055814000000730000|U|||MET||SUM|SI|REVMD||REVMD|1|141043|0|
23385904|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/18 09:56:19|055814000000730000|U|||MET||SUM|SI|CALPRO01||CALPRO01|1|81688|119300|
23385904|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/18 09:56:19|055814000000730000|U|||MET||SUM|NO|215887A||215887A|2|0|2068|
23385904|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/18 09:56:19|055814000000730000|U|||MET||SUM|NO|219404A||219404A|5|0|2000|
23385904|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/18 09:56:19|055814000000730000|U|||MET||SUM|NO|229551A||229551A|1|0|867749|
23385904|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/18 09:56:19|055814000000730000|U|||MET||CON|NO||C09U||1|0|92857.96|
23367169|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:24:23|056422003000410303|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23367169|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:24:23|056422003000410303|U|||MET||CON|SI||C03U|C03U|1|141043|32429.8|
23403502|SUR-ENE|MET|266|Envigado|CW352017||ALEGA|2025/10/08 07:49:09|023217207000210306|U|||MET||SUM|SI|REVMD||REVMD|1|141043|0|
23403502|SUR-ENE|MET|266|Envigado|CW352017||ALEGA|2025/10/08 07:49:09|023217207000210306|U|||MET||SUM|SI|CALPRO01||CALPRO01|1|81688|119300|
23403502|SUR-ENE|MET|266|Envigado|CW352017||ALEGA|2025/10/08 07:49:09|023217207000210306|U|||MET||SUM|NO|219404A||219404A|4|0|1600|
23403502|SUR-ENE|MET|266|Envigado|CW352017||ALEGA|2025/10/08 07:49:09|023217207000210306|U|||MET||SUM|NO|229551A||229551A|1|0|867749|
23403502|SUR-ENE|MET|266|Envigado|CW352017||ALEGA|2025/10/08 07:49:09|023217207000210306|U|||MET||SUM|NO|SIMCARD||SIMCARD|1|0|0|
23403502|SUR-ENE|MET|266|Envigado|CW352017||ALEGA|2025/10/08 07:49:09|023217207000210306|U|||MET||CON|NO||C09U||1|0|92857.96|
23398393|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/20 10:56:08|016411000000850000|U|||MET||SUM|SI|REVMD||REVMD|1|141043|0|
23398393|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/20 10:56:08|016411000000850000|U|||MET||SUM|SI|CALPRO01||CALPRO01|1|81688|119300|
23398393|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/20 10:56:08|016411000000850000|U|||MET||SUM|NO|219404A||219404A|6|0|2400|
23398393|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/20 10:56:08|016411000000850000|U|||MET||SUM|NO|229551A||229551A|1|0|867749|
23398393|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/20 10:56:08|016411000000850000|U|||MET||SUM|NO|SIMCARD||SIMCARD|1|0|0|
23398393|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/20 10:56:08|016411000000850000|U|||MET||CON|NO||C09U||1|0|92857.96|
23405570|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/08 10:45:20|167043488000000000|U|||MET||SUM|NO|219404A||219404A|2|0|800|
23405570|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/08 10:45:20|167043488000000000|U|||MET||SUM|NO|215887A||215887A|3|0|3102|
23405570|SUR-ENE|MET|631|Sabaneta|CW352017||ALEGA|2025/10/08 10:45:20|167043488000000000|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23387620|SUR-ENE|MET|05|Medellín|CW352017||ALEGN|2025/10/31 09:21:23|056510005000080005|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23387620|SUR-ENE|MET|05|Medellín|CW352017||ALEGN|2025/10/31 09:21:23|056510005000080005|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23387620|SUR-ENE|MET|05|Medellín|CW352017||ALEGN|2025/10/31 09:21:23|056510005000080005|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23386805|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGN|2025/09/20 11:05:50|054317005000300301|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23386805|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGN|2025/09/20 11:05:50|054317005000300301|U|||MET||CON|SI||C02U|C02U|1|141043|43919.5|
23366830|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:19:03|056422003000410301|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23366830|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:19:03|056422003000410301|U|||MET||CON|SI||C03U|C03U|1|141043|32429.8|
23374718|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/28 14:10:50|045710505000690327|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23374718|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/28 14:10:50|045710505000690327|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23374718|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/10/28 14:10:50|045710505000690327|U|||MET||CON|SI||C01U|C01U|1|141043|70763.95|
23399129|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/19 13:58:43|122019809810000000|R|||MET||SUM|NO|219404A||219404A|1|0|400|
23399129|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/19 13:58:43|122019809810000000|R|||MET||SUM|NO|215887A||215887A|1|0|1034|
23399129|SUR-ENE|MET|05|Medellín|CW352017|1|ALEGA|2025/09/19 13:58:43|122019809810000000|R|||MET||CON|SI||C01R|C01R|1|141043|87682.12|
23366991|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:04:48|056422003000410103|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23366991|SUR-ENE|MET|05|Medellín|CW352017||ALEGA|2025/11/06 11:04:48|056422003000410103|U|||MET||CON|SI||C03U|C03U|1|141043|32429.8|
23387963|SUR-ENE|MET|266|Envigado|CW352017||ALECA|2025/10/24 13:45:19|024224500001100155|U|||MET||SUM|NO|219404A||219404A|1|0|400|
23387963|SUR-ENE|MET|266|Envigado|CW352017||ALECA|2025/10/24 13:45:19|024224500001100155|U|||MET||SUM|NO|215887A||215887A|1|0|1034|
23387963|SUR-ENE|MET|266|Envigado|CW352017||ALECA|2025/10/24 13:45:19|024224500001100155|U|||MET||CON|SI||C05U|C05U|1|141043|68727.23|
